ZipCode,StateName,City,CountyName
44135,Ohio,Cleveland,Cuyahoga
44106,Ohio,Cleveland,Cuyahoga
15224,Pennsylvania,Bloomfield,Allegheny
44118,Ohio,Cleveland height,Cuyahoga
15235,Pennsylvania,Penn hills,Allegheny
85267,,,
85140,,,
61866,Illinois,Rantoul,Champaign
28052,North carolina,Gastonia,Gaston
28204,North carolina,Charlotte,Mecklenburg
53715,Wisconsin,Madison,Dane
73730,Oklahoma,Covington,Garfield
28216,North carolina,Charlotte,Mecklenburg
89141,Nevada,Zcta 89141,Clark
85042,,,
53532,Wisconsin,De forest,Dane
44144,Ohio,Brooklyn,Cuyahoga
15241,Pennsylvania,Upper saint clai,Allegheny
28802,,,
15221,Pennsylvania,Wilkinsburg,Allegheny
44137,Ohio,Maple heights,Cuyahoga
89086,,,
70619,,,
53572,Wisconsin,Mount horeb,Dane
70186,,,
71336,Louisiana,Gilbert,Franklin Parish
28201,,,
71069,Louisiana,Rodessa,Caddo Parish
85218,,,
15056,Pennsylvania,Leetsdale,Allegheny
70437,Louisiana,Folsom,St. Tammany Parish
73770,,,
71863,,,
15135,Pennsylvania,Boston,Allegheny
71686,,,
44055,Ohio,Lorain,Lorain
53517,Wisconsin,Blue mounds,Dane
89165,,,
61816,Illinois,Broadlands,Champaign
1531,,,
15051,Pennsylvania,Indianola,Allegheny
89013,Nevada,Goldfield,Esmeralda
85119,,,
15049,Pennsylvania,Harwick,Allegheny
85821,,,
15637,Pennsylvania,Herminie,Westmoreland
85734,,,
2100,,,
16901,Pennsylvania,Wellsboro,Tioga
